TeamHome,TeamAway,ResultTeamHome,ResultTeamAway,Bet1,BetX,Bet2
Brighton,Crystal Palace,0,0,2.63,3.06,3.00
Leicester,Tottenham,2,1,4.89,3.79,1.76
Huddersfield,Manchester City,1,2,17.35,8.07,1.17
Burnley,Arsenal,0,1,5.72,4.11,1.62
Southampton,Everton,4,1,1.87,3.49,4.69
Liverpool,Chelsea,1,1,2.18,3.57,3.37
Crystal Palace,Stoke,2,1,1.97,3.55,4.08
Manchester Utd,Brighton,1,0,1.18,7.18,19.32
Newcastle,Watford,0,3,2.32,3.36,3.24
Swansea,Bournemouth,0,0,2.94,3.19,2.59
Tottenham,West Brom,1,1,1.22,6.67,14.42
West Ham,Leicester,1,1,2.80,3.23,2.69
Brighton,Stoke,2,2,2.39,3.10,3.40
Watford,West Ham,2,0,2.30,3.19,3.47
Manchester Utd,Newcastle,4,1,1.28,5.71,12.77
Bournemouth,Huddersfield,4,0,1.80,3.58,5.01
Burnley,Swansea,2,0,2.32,2.99,3.68
Crystal Palace,Everton,2,2,2.25,3.20,3.55
Leicester,Manchester City,0,2,7.77,5.64,1.36
Liverpool,Southampton,3,0,1.42,4.87,7.82
West Brom,Chelsea,0,4,6.80,4.07,1.56
Arsenal,Tottenham,2,0,2.52,3.45,2.86
Chelsea,Manchester Utd,1,0,2.56,3.08,3.13
Everton,Watford,3,2,2.26,3.28,3.45
Manchester City,Arsenal,3,1,1.39,5.57,7.33
Tottenham,Crystal Palace,1,0,1.31,5.59,9.97
West Ham,Liverpool,1,4,6.06,4.48,1.54
Huddersfield,West Brom,1,0,2.82,2.91,2.94
Newcastle,Bournemouth,0,1,1.85,3.60,4.62
Southampton,Burnley,0,1,1.67,3.63,6.26
Swansea,Brighton,0,1,2.50,3.01,3.26
Stoke,Leicester,2,2,2.59,3.24,2.90
Burnley,Newcastle,1,0,3.14,3.09,2.53
Leicester,Everton,2,0,2.06,3.46,3.80
Brighton,Southampton,1,1,3.93,3.42,2.11
Bournemouth,Chelsea,0,1,5.78,4.31,1.58
Arsenal,Swansea,2,1,1.20,7.67,14.08
Crystal Palace,West Ham,2,2,2.53,3.12,3.09
Liverpool,Huddersfield,3,0,1.24,6.39,13.43
Watford,Stoke,0,1,2.01,3.56,3.86
West Brom,Manchester City,2,3,11.47,5.81,1.28
Manchester Utd,Tottenham,1,0,2.10,3.31,3.90
Tottenham,Liverpool,4,1,2.19,3.57,3.36
Everton,Arsenal,2,5,4.37,3.84,1.83
Southampton,West Brom,1,0,1.86,3.34,5.05
Huddersfield,Manchester Utd,2,1,9.07,4.61,1.40
Manchester City,Burnley,3,0,1.10,10.72,24.32
Newcastle,Crystal Palace,1,0,1.90,3.53,4.46
Stoke,Bournemouth,1,2,2.16,3.43,3.52
Swansea,Leicester,1,2,2.81,3.18,2.70
Chelsea,Watford,4,2,1.35,5.22,8.82
West Ham,Brighton,0,3,1.80,3.47,5.20
Leicester,West Brom,1,1,1.98,3.38,4.23
Southampton,Newcastle,2,2,1.91,3.40,4.62
Brighton,Everton,1,1,3.18,3.10,2.48
Watford,Arsenal,2,1,4.75,4.08,1.73
Burnley,West Ham,1,1,2.91,3.23,2.60
Crystal Palace,Chelsea,2,1,7.71,4.48,1.46
Manchester City,Stoke,7,2,1.12,10.42,21.30
Swansea,Huddersfield,2,0,2.05,3.25,4.15
Tottenham,Bournemouth,1,0,1.24,6.82,12.12
Liverpool,Manchester Utd,0,0,2.73,3.28,2.75
Newcastle,Liverpool,1,1,4.73,4.04,1.71
Everton,Burnley,0,1,1.73,3.60,5.44
Arsenal,Brighton,2,0,1.24,6.28,13.38
Chelsea,Manchester City,0,1,2.67,3.44,2.69
Bournemouth,Leicester,0,0,2.53,3.44,2.77
Manchester Utd,Crystal Palace,4,0,1.19,7.11,17.50
Stoke,Southampton,2,1,2.85,3.26,2.57
West Brom,Watford,2,2,2.16,3.23,3.73
West Ham,Swansea,1,0,1.86,3.50,4.56
Huddersfield,Tottenham,0,4,8.75,4.61,1.41
Arsenal,West Brom,2,0,1.32,5.42,10.23
Brighton,Newcastle,1,0,2.84,3.07,2.77
Leicester,Liverpool,2,3,4.30,4.04,1.80
Burnley,Huddersfield,0,0,2.37,3.13,3.37
Everton,Bournemouth,2,1,1.74,3.77,5.06
Manchester City,Crystal Palace,5,0,1.12,9.99,21.97
Southampton,Manchester Utd,0,1,4.72,3.61,1.83
Stoke,Chelsea,0,4,6.41,4.32,1.54
Swansea,Watford,1,2,2.31,3.26,3.36
West Ham,Tottenham,2,3,5.59,4.23,1.61
Manchester Utd,Everton,4,0,1.34,5.22,10.42
Chelsea,Arsenal,0,0,1.78,3.92,4.63
Tottenham,Swansea,0,0,1.21,7.21,14.42
Huddersfield,Leicester,1,1,3.47,3.31,2.24
Liverpool,Burnley,1,1,1.25,6.31,12.28
Newcastle,Stoke,2,1,2.19,3.37,3.56
Watford,Manchester City,0,6,9.62,5.81,1.31
West Brom,West Ham,0,0,2.31,3.21,3.39
Crystal Palace,Southampton,0,1,2.87,3.19,2.66
Bournemouth,Brighton,2,1,2.11,3.38,3.75
West Ham,Huddersfield,2,0,2.04,3.39,3.99
Swansea,Newcastle,0,1,2.42,3.19,3.18
Burnley,Crystal Palace,1,0,2.22,3.26,3.57
Stoke,Manchester Utd,2,2,7.11,4.22,1.52
Arsenal,Bournemouth,3,0,1.30,6.22,9.44
Brighton,West Brom,3,1,2.66,3.06,2.97
Everton,Tottenham,0,3,3.92,3.49,2.01
Leicester,Chelsea,1,2,4.67,3.79,1.80
Southampton,Watford,0,2,1.67,3.93,5.43
Manchester City,Liverpool,5,0,1.91,3.90,3.98
Liverpool,Arsenal,4,0,2.19,3.66,3.30
Tottenham,Burnley,1,1,1.20,6.95,15.40
Chelsea,Everton,2,0,1.51,4.29,6.96
West Brom,Stoke,1,1,2.47,3.16,3.16
Manchester Utd,Leicester,2,0,1.32,5.60,10.45
Crystal Palace,Swansea,0,2,2.04,3.34,4.03
Huddersfield,Southampton,0,0,4.06,3.46,1.99
Newcastle,West Ham,3,0,2.35,3.35,3.18
Watford,Brighton,0,0,2.18,3.23,3.74
Bournemouth,Manchester City,1,2,11.23,6.48,1.26
Manchester City,Everton,1,1,1.31,5.85,10.82
Tottenham,Chelsea,1,2,2.15,3.41,3.69
Huddersfield,Newcastle,1,0,2.82,3.16,2.75
Stoke,Arsenal,1,0,4.30,3.83,1.86
Bournemouth,Watford,0,2,2.02,3.58,3.85
Burnley,West Brom,0,1,2.61,3.05,3.09
Leicester,Brighton,2,0,1.75,3.65,5.42
Liverpool,Crystal Palace,1,0,1.40,5.11,8.57
Southampton,West Ham,3,2,1.73,3.94,5.00
Swansea,Manchester Utd,0,4,10.88,5.16,1.35
Manchester Utd,West Ham,4,0,1.31,5.68,11.15
Newcastle,Tottenham,0,2,4.84,3.85,1.77
Brighton,Manchester City,0,2,10.77,5.93,1.30
Chelsea,Burnley,2,3,1.31,5.62,12.14
Crystal Palace,Huddersfield,0,3,1.83,3.55,4.93
Everton,Stoke,1,0,1.82,3.48,5.17
Southampton,Swansea,0,0,1.62,4.02,6.18
West Brom,Bournemouth,1,0,2.55,3.23,3.01
Watford,Liverpool,3,3,6.46,4.22,1.56
Arsenal,Leicester,4,3,1.49,4.71,6.86
Arsenal,Everton,3,1,1.37,5.60,7.91
Burnley,West Ham,1,2,2.31,3.45,3.19
Chelsea,Sunderland,5,1,1.11,11.13,25.90
Hull,Tottenham,1,7,9.47,6.24,1.31
Leicester,Bournemouth,1,1,1.72,4.26,4.56
Liverpool,Middlesbrough,3,0,1.13,9.96,21.28
Manchester Utd,Crystal Palace,2,0,2.32,3.35,3.25
Southampton,Stoke,0,1,1.64,4.22,5.28
Swansea,West Brom,2,1,2.30,3.38,3.27
Watford,Manchester City,0,5,17.54,9.01,1.16
Leicester,Tottenham,1,6,4.11,3.95,1.87
Southampton,Manchester Utd,0,0,2.41,3.24,3.22
Manchester City,West Brom,3,1,1.16,9.08,18.32
Arsenal,Sunderland,2,0,1.12,11.29,21.93
Chelsea,Watford,4,3,1.28,6.19,10.66
Tottenham,Manchester Utd,2,1,1.65,3.97,5.72
West Ham,Liverpool,0,4,5.83,4.03,1.64
Crystal Palace,Hull,4,0,1.95,3.61,4.14
Stoke,Arsenal,1,4,5.15,4.18,1.66
Bournemouth,Burnley,2,1,1.84,3.90,4.31
Middlesbrough,Southampton,1,2,3.82,3.47,2.07
Sunderland,Swansea,0,2,3.46,3.54,2.19
Manchester City,Leicester,2,1,1.22,7.66,12.29
West Brom,Chelsea,0,1,9.68,5.09,1.36
Everton,Watford,1,0,1.43,4.88,8.15
Southampton,Arsenal,0,2,3.34,3.71,2.15
Chelsea,Middlesbrough,3,0,1.14,9.50,22.60
Arsenal,Manchester Utd,2,0,2.13,3.57,3.59
Liverpool,Southampton,0,0,1.59,4.23,6.05
Swansea,Everton,1,0,2.50,3.46,2.89
Bournemouth,Stoke,2,2,2.34,3.50,3.13
Burnley,West Brom,2,2,2.51,3.01,3.26
Hull,Sunderland,0,2,1.55,4.42,6.22
Leicester,Watford,3,0,1.66,3.86,5.87
Manchester City,Crystal Palace,5,0,1.25,6.95,11.47
West Ham,Tottenham,1,0,8.29,5.15,1.40
Watford,Liverpool,0,1,5.77,4.28,1.61
Tottenham,Arsenal,2,0,1.81,4.16,4.27
Everton,Chelsea,0,3,4.39,3.73,1.87
Middlesbrough,Manchester City,2,2,11.47,6.20,1.28
Manchester Utd,Swansea,1,1,1.43,4.66,8.76
Crystal Palace,Burnley,0,2,1.80,3.53,5.26
Southampton,Hull,0,0,1.58,4.16,6.27
Stoke,West Ham,0,0,2.02,3.39,4.11
Sunderland,Bournemouth,0,1,3.34,3.59,2.20
West Brom,Leicester,0,1,2.76,3.22,2.76
Manchester City,Manchester Utd,0,0,1.94,3.50,4.42
Crystal Palace,Tottenham,0,1,5.77,4.42,1.58
Arsenal,Leicester,1,0,1.47,4.97,6.84
Middlesbrough,Sunderland,1,0,2.18,3.38,3.58
Chelsea,Southampton,4,2,1.46,4.63,7.41
Liverpool,Crystal Palace,1,2,1.51,4.43,7.07
Burnley,Manchester Utd,0,2,5.48,3.56,1.76
Bournemouth,Middlesbrough,4,0,1.88,3.72,4.31
Hull,Watford,2,0,1.90,3.63,4.38
Swansea,Stoke,2,0,2.33,3.48,3.18
West Ham,Everton,0,0,3.71,3.65,2.04
Middlesbrough,Arsenal,1,2,6.43,4.81,1.50
Manchester Utd,Chelsea,2,0,2.82,3.15,2.84
West Brom,Liverpool,0,1,4.61,3.71,1.85
Southampton,Manchester City,0,3,4.66,4.11,1.76
Crystal Palace,Leicester,2,2,2.04,3.50,3.96
Everton,Burnley,3,1,1.54,4.21,7.33
Stoke,Hull,3,1,1.98,3.52,4.24
Sunderland,West Ham,2,2,2.75,3.48,2.68
Watford,Swansea,1,0,2.70,3.20,2.92
Tottenham,Bournemouth,4,0,1.24,7.07,12.96
Crystal Palace,Arsenal,3,0,4.57,4.17,1.76
Everton,Leicester,4,2,1.78,3.92,4.91
Sunderland,Manchester Utd,0,3,9.00,5.13,1.39
Bournemouth,Chelsea,1,3,6.49,4.50,1.55
Manchester City,Hull,3,1,1.19,8.08,16.77
Middlesbrough,Burnley,0,0,2.57,3.16,3.16
Stoke,Liverpool,1,2,3.48,3.36,2.28
West Brom,Southampton,0,1,2.99,3.27,2.61
West Ham,Swansea,1,0,2.18,3.44,3.65
Tottenham,Watford,4,0,1.23,7.04,14.29
Chelsea,Manchester City,2,1,2.23,3.41,3.54
Liverpool,Bournemouth,2,2,1.45,4.84,8.10
Arsenal,West Ham,3,0,1.42,5.43,7.41
Hull,Middlesbrough,4,2,2.10,3.27,4.15
Southampton,Crystal Palace,3,1,1.90,3.55,4.70
Swansea,Tottenham,1,3,5.42,3.91,1.72
Manchester Utd,Everton,1,1,1.59,4.15,6.50
Burnley,Stoke,1,0,2.47,3.15,3.31
Leicester,Sunderland,2,0,1.53,4.43,7.04
Watford,West Brom,2,0,2.48,3.17,3.29
Arsenal,Manchester City,2,2,2.88,3.82,2.43
Swansea,Middlesbrough,0,0,1.91,3.47,4.80
Southampton,Bournemouth,0,0,1.67,4.12,5.47
Burnley,Tottenham,0,2,5.22,3.73,1.77
Chelsea,Crystal Palace,1,2,1.33,5.46,11.13
Hull,West Ham,2,1,2.40,3.37,3.21
Leicester,Stoke,2,0,1.93,3.53,4.43
Manchester Utd,West Brom,0,0,1.39,4.98,9.27
Watford,Sunderland,1,0,1.98,3.53,4.23
Liverpool,Everton,3,1,1.75,3.84,5.31
Manchester City,Liverpool,1,1,1.97,3.87,3.91
Tottenham,Southampton,2,1,1.72,3.94,5.44
Middlesbrough,Manchester Utd,1,3,5.93,3.88,1.68
Bournemouth,Swansea,2,0,2.18,3.53,3.57
Crystal Palace,Watford,1,0,1.92,3.47,4.67
Everton,Hull,4,0,1.60,4.13,6.55
Stoke,Chelsea,1,2,5.88,3.79,1.70
Sunderland,Burnley,0,0,2.66,3.18,3.01
West Ham,Leicester,2,3,2.39,3.42,3.19
West Brom,Arsenal,3,1,5.67,4.13,1.66
Liverpool,Burnley,2,1,1.28,6.02,12.46
Bournemouth,West Ham,3,2,2.59,3.49,2.86
Everton,West Brom,3,0,1.67,3.89,6.08
Hull,Swansea,2,1,2.50,3.32,3.11
Manchester City,Stoke,0,0,1.24,7.02,14.43
West Ham,Chelsea,1,2,6.12,4.33,1.62
Sunderland,Manchester City,0,2,10.66,6.49,1.29
Tottenham,Everton,3,2,1.61,4.33,5.94
Liverpool,Arsenal,3,1,2.04,3.67,3.87
Leicester,Hull,3,1,1.84,3.61,5.00
Stoke,Middlesbrough,2,0,1.99,3.28,4.64
Swansea,Burnley,3,2,2.00,3.37,4.37
Watford,Southampton,3,4,3.98,3.43,2.11
West Brom,Crystal Palace,0,2,2.27,3.28,3.58
Manchester Utd,Bournemouth,1,1,1.25,6.77,13.45
Leicester,Liverpool,3,1,5.61,4.08,1.68
Tottenham,Stoke,4,0,1.40,5.19,8.79
Watford,West Ham,1,1,2.81,3.28,2.85
Chelsea,Swansea,3,1,1.27,6.27,13.68
Crystal Palace,Middlesbrough,1,0,2.13,3.24,4.29
Everton,Sunderland,2,0,1.42,5.32,8.56
Hull,Burnley,1,1,2.21,3.29,3.95
West Brom,Bournemouth,2,1,2.13,3.38,4.01
Bournemouth,Manchester City,0,2,7.52,5.33,1.43
Swansea,Leicester,2,0,2.52,3.33,3.06
Burnley,Chelsea,1,1,8.11,4.48,1.48
Liverpool,Tottenham,2,0,2.24,3.46,3.50
Manchester Utd,Watford,2,0,1.26,6.52,13.62
Middlesbrough,Everton,0,0,3.87,3.31,2.16
Stoke,Crystal Palace,1,0,2.23,3.28,3.72
Sunderland,Southampton,0,4,3.88,3.58,2.06
West Ham,West Brom,2,2,2.30,3.30,3.52
Arsenal,Hull,2,0,1.31,6.00,10.56
Leicester,Manchester Utd,0,3,5.23,3.88,1.75
Manchester City,Swansea,2,1,1.23,7.51,13.45
Tottenham,Middlesbrough,1,0,1.29,6.09,11.79
Crystal Palace,Sunderland,0,4,1.72,3.86,5.51
Everton,Bournemouth,6,3,1.72,4.00,5.29
Hull,Liverpool,2,0,6.73,4.45,1.54
Southampton,West Ham,1,3,1.79,3.85,4.88
Watford,Burnley,2,1,2.14,3.22,4.02
West Brom,Stoke,1,0,2.43,3.21,3.34
Chelsea,Arsenal,3,1,2.05,3.38,4.17
Manchester Utd,Hull,0,0,1.20,7.37,15.94
Stoke,Everton,1,1,3.09,3.36,2.50
West Ham,Manchester City,0,4,5.71,4.54,1.60
Liverpool,Chelsea,1,1,2.60,3.24,3.03
Arsenal,Watford,1,2,1.23,7.14,13.95
Bournemouth,Crystal Palace,0,2,2.14,3.43,3.80
Burnley,Leicester,1,0,2.95,3.23,2.68
Middlesbrough,West Brom,1,1,2.75,3.01,3.05
Sunderland,Tottenham,0,0,8.47,5.74,1.37
Swansea,Southampton,2,1,3.21,3.40,2.39
Chelsea,Hull,2,0,1.19,8.13,17.77
Arsenal,Burnley,2,1,1.22,7.24,15.44
Southampton,Leicester,3,0,1.82,3.59,5.17
Manchester City,Tottenham,2,2,2.14,3.58,3.64
Bournemouth,Watford,2,2,1.91,3.65,4.46
Crystal Palace,Everton,0,1,3.11,3.35,2.49
Middlesbrough,West Ham,1,3,2.56,3.15,3.18
Stoke,Manchester Utd,1,1,5.90,4.14,1.64
West Brom,Sunderland,2,0,1.70,3.90,5.69
Liverpool,Swansea,2,3,1.25,6.81,12.96
Manchester Utd,Liverpool,1,1,2.00,3.45,4.28
Everton,Manchester City,4,0,4.71,3.86,1.82
Leicester,Chelsea,0,3,4.98,3.64,1.83
Burnley,Southampton,1,0,4.41,3.43,1.98
Hull,Bournemouth,3,1,3.05,3.45,2.47
Sunderland,Stoke,1,3,3.35,3.48,2.29
Swansea,Arsenal,0,4,6.87,4.85,1.49
Watford,Middlesbrough,0,0,2.41,3.15,3.46
West Ham,Crystal Palace,3,0,2.42,3.31,3.25
Tottenham,West Brom,4,0,1.36,5.26,10.69
Tottenham,Chelsea,2,0,2.72,3.16,2.97
Crystal Palace,Swansea,1,2,1.88,3.71,4.49
Stoke,Watford,2,0,1.84,3.60,5.00
Bournemouth,Arsenal,3,3,5.25,4.22,1.68
West Ham,Manchester Utd,0,2,6.32,4.49,1.56
Everton,Southampton,3,0,2.44,3.25,3.28
Manchester City,Burnley,2,1,1.20,7.60,17.27
Sunderland,Liverpool,2,2,10.41,6.00,1.32
West Brom,Hull,3,1,1.98,3.30,4.65
Middlesbrough,Leicester,0,0,2.73,3.11,2.98
Arsenal,Crystal Palace,2,0,1.38,5.60,8.59
Watford,Tottenham,1,4,6.23,4.29,1.59
Liverpool,Manchester City,1,0,2.49,3.52,2.98
Burnley,Sunderland,4,1,2.35,3.40,3.32
Chelsea,Stoke,4,2,1.25,6.62,14.12
Leicester,West Ham,1,0,2.15,3.50,3.69
Manchester Utd,Middlesbrough,2,1,1.26,6.31,13.95
Southampton,West Brom,1,2,1.70,3.72,6.08
Swansea,Bournemouth,0,3,2.63,3.38,2.89
Hull,Everton,2,2,3.97,3.43,2.09
Southampton,Tottenham,1,4,3.03,3.21,2.62
Liverpool,Stoke,4,1,1.32,5.82,10.47
Hull,Manchester City,0,3,9.30,5.32,1.37
Arsenal,West Brom,1,0,1.35,5.48,10.44
Burnley,Middlesbrough,1,0,2.95,3.11,2.77
Chelsea,Bournemouth,3,0,1.37,5.22,9.74
Leicester,Everton,0,2,2.63,3.37,2.92
Manchester Utd,Sunderland,3,1,1.21,7.49,16.44
Swansea,West Ham,1,4,2.42,3.50,3.10
Watford,Crystal Palace,1,1,2.50,3.27,3.17
Everton,Liverpool,0,1,3.98,3.45,2.08
Manchester City,Arsenal,2,1,2.27,3.58,3.32
Tottenham,Burnley,2,1,1.22,7.17,15.28
Bournemouth,Southampton,1,3,2.96,3.26,2.66
West Brom,Manchester Utd,0,2,5.89,3.83,1.70
Middlesbrough,Swansea,3,0,2.12,3.33,3.98
Stoke,Leicester,2,2,2.77,3.28,2.81
Sunderland,Watford,1,0,2.64,3.28,2.95
West Ham,Hull,1,0,1.74,3.87,5.34
Crystal Palace,Chelsea,0,1,6.71,4.42,1.55
Crystal Palace,Manchester Utd,1,2,5.56,3.90,1.71
Manchester City,Watford,2,0,1.28,6.58,11.46
Stoke,Southampton,0,0,3.28,3.26,2.45
Tottenham,Hull,3,0,1.24,6.95,14.28
West Brom,Swansea,3,1,2.06,3.41,4.09
Middlesbrough,Liverpool,0,3,5.44,3.95,1.71
Sunderland,Chelsea,0,1,7.51,4.68,1.49
West Ham,Burnley,1,0,1.70,3.98,5.54
Bournemouth,Leicester,1,0,2.30,3.46,3.36
Everton,Arsenal,2,1,4.18,3.85,1.91
Liverpool,West Ham,2,2,1.30,6.42,10.62
Manchester Utd,Tottenham,1,0,2.17,3.41,3.72
Southampton,Middlesbrough,1,0,1.63,3.77,7.03
Chelsea,West Brom,1,0,1.27,6.36,12.79
Leicester,Manchester City,4,2,4.95,4.15,1.73
Arsenal,Stoke,3,1,1.32,6.13,10.24
Burnley,Bournemouth,3,2,3.36,3.22,2.42
Hull,Crystal Palace,3,3,3.28,3.28,2.41
Swansea,Sunderland,3,0,2.14,3.56,3.67
Watford,Everton,3,2,3.29,3.32,2.40
Middlesbrough,Hull,1,0,1.93,3.40,4.79
Everton,Manchester Utd,1,1,4.25,3.59,1.97
Bournemouth,Liverpool,4,3,5.01,4.05,1.74
West Ham,Arsenal,1,5,5.59,4.33,1.63
Crystal Palace,Southampton,3,0,3.77,3.42,2.15
Stoke,Burnley,2,0,1.63,3.98,6.37
Sunderland,Leicester,2,1,3.45,3.44,2.27
Tottenham,Swansea,5,0,1.36,5.60,9.22
West Brom,Watford,3,1,2.13,3.33,3.96
Manchester City,Chelsea,1,3,2.17,3.49,3.63
Manchester Utd,West Ham,1,1,1.37,5.57,9.11
Southampton,Everton,1,0,2.16,3.40,3.78
Arsenal,Bournemouth,3,1,1.37,5.47,9.30
Watford,Stoke,0,1,2.32,3.34,3.41
Chelsea,Tottenham,2,1,1.71,3.95,5.47
Hull,West Brom,1,1,2.87,3.14,2.82
Leicester,Middlesbrough,2,2,1.91,3.49,4.73
Liverpool,Sunderland,2,0,1.17,8.80,17.28
Swansea,Crystal Palace,5,4,2.67,3.31,2.90
Burnley,Manchester City,1,2,12.79,6.85,1.25
West Brom,Burnley,4,0,1.93,3.38,4.84
Middlesbrough,Chelsea,0,1,7.27,4.53,1.51
Tottenham,West Ham,3,2,1.56,4.44,6.48
Crystal Palace,Manchester City,1,2,6.81,4.98,1.48
Everton,Swansea,1,1,1.58,4.42,6.11
Southampton,Liverpool,0,0,3.20,3.48,2.37
Stoke,Bournemouth,0,1,2.18,3.48,3.65
Sunderland,Hull,3,0,2.26,3.35,3.57
Watford,Leicester,2,1,2.99,3.33,2.56
Manchester Utd,Arsenal,1,1,2.48,3.30,3.18
Leicester,West Brom,1,2,1.74,3.69,5.73
Swansea,Manchester Utd,1,3,5.39,4.04,1.70
Hull,Southampton,2,1,5.68,3.82,1.70
Liverpool,Watford,6,1,1.27,6.24,12.29
Arsenal,Tottenham,1,1,1.96,3.66,4.24
Chelsea,Everton,5,0,1.50,4.63,7.26
Bournemouth,Sunderland,1,2,1.62,4.33,5.77
Burnley,Crystal Palace,3,2,3.54,3.23,2.33
Manchester City,Middlesbrough,1,1,1.21,7.40,16.44
West Ham,Stoke,1,1,2.03,3.54,4.00
Stoke,Swansea,3,1,2.06,3.55,3.85
Southampton,Chelsea,0,2,3.18,3.38,2.41
Everton,West Ham,2,0,1.86,3.81,4.39
Crystal Palace,Liverpool,2,4,4.88,3.98,1.76
Manchester Utd,Burnley,0,0,1.25,6.29,15.00
Middlesbrough,Bournemouth,2,0,2.53,3.14,3.21
Tottenham,Leicester,1,1,1.64,4.13,5.84
Watford,Hull,1,0,1.73,3.75,5.54
West Brom,Manchester City,0,4,7.47,4.64,1.48
Sunderland,Arsenal,1,4,8.02,4.84,1.44
Chelsea,Manchester Utd,4,0,2.23,3.30,3.66
Manchester City,Southampton,1,1,1.48,4.58,7.74
Liverpool,West Brom,2,1,1.30,5.83,11.25
Arsenal,Middlesbrough,0,0,1.28,6.13,12.50
Burnley,Everton,2,1,5.82,3.74,1.71
Hull,Stoke,0,2,3.10,3.31,2.50
Leicester,Crystal Palace,3,1,2.01,3.42,4.25
Swansea,Watford,0,0,2.45,3.35,3.14
West Ham,Sunderland,1,0,1.67,4.05,5.49
Bournemouth,Tottenham,0,0,4.26,3.68,1.92
Liverpool,Manchester Utd,0,0,2.24,3.41,3.48
Southampton,Burnley,3,1,1.38,5.06,9.75
Middlesbrough,Watford,0,1,2.31,3.27,3.48
Crystal Palace,West Ham,0,1,2.22,3.46,3.49
Arsenal,Swansea,3,2,1.23,7.02,13.50
Bournemouth,Hull,6,1,1.79,3.76,5.01
Manchester City,Everton,1,1,1.51,4.74,6.69
Stoke,Sunderland,2,0,1.92,3.56,4.44
West Brom,Tottenham,1,1,5.46,3.83,1.72
Chelsea,Leicester,3,0,1.56,4.42,6.40
Burnley,Arsenal,0,1,9.57,5.47,1.35
Leicester,Southampton,0,0,2.52,3.31,3.05
Tottenham,Manchester City,2,0,3.07,3.43,2.45
Manchester Utd,Stoke,1,1,1.31,5.80,10.73
Hull,Chelsea,0,2,7.70,5.00,1.46
Sunderland,West Brom,1,1,2.58,3.20,3.19
Watford,Bournemouth,2,2,2.50,3.34,3.19
West Ham,Middlesbrough,1,1,2.08,3.50,4.06
Swansea,Liverpool,1,2,7.80,5.10,1.46
Everton,Crystal Palace,1,1,1.72,4.00,5.55
Burnley,Watford,2,0,-,-,-
West Ham,Southampton,0,3,2.86,3.56,2.62
Arsenal,Chelsea,3,0,2.48,3.46,3.14
Bournemouth,Everton,1,0,3.54,3.50,2.25
Liverpool,Hull,5,1,1.28,6.70,13.00
Middlesbrough,Tottenham,1,2,4.10,3.50,2.08
Stoke,West Brom,1,1,2.33,3.34,3.52
Sunderland,Crystal Palace,2,3,2.65,3.30,3.02
Swansea,Manchester City,1,3,9.50,5.80,1.36
Manchester Utd,Leicester,4,1,1.69,4.00,5.90
